version,doi,B_COUNTRY,B_COUNTRY_ALPHA,C_COW_NUM,C_COW_ALPHA,A_YEAR,D_INTERVIEW,J_INTDATE,FW_END,FW_START,K_TIME_START,K_TIME_END,K_DURATION,Q_MODE,N_REGION_ISO,N_REGION_WVS,N_TOWN,G_TOWNSIZE,G_TOWNSIZE2,H_SETTLEMENT,H_URBRURAL,I_PSU,O1_LONGITUDE,O2_LATITUDE,S_INTLANGUAGE,LNGE_ISO,E_RESPINT,F_INTPRIVACY,E1_LITERACY,W_WEIGHT,S018,PWGHT,Y001,Y002,Y003,SACSECVAL,SACSECVALB,RESEMAVAL,RESEMAVALB,I_AUTHORITY,I_NATIONALISM,I_DEVOUT,DEFIANCE,I_RELIGIMP,I_RELIGBEL,I_RELIGPRAC,DISBELIEF,I_NORM1,I_NORM2,I_NORM3,RELATIVISM,I_TRUSTARMY,I_TRUSTPOLICE,I_TRUSTCOURTS,SCEPTICISM,I_INDEP,I_IMAGIN,I_NONOBED,AUTONOMY,I_WOMJOB,I_WOMPOL,I_WOMEDU,EQUALITY,I_HOMOLIB,I_ABORTLIB,I_DIVORLIB,CHOICE,I_VOICE1,I_VOICE2,I_VOI2_00,VOICE,SECVALWGT,WEIGHT1A,WEIGHT1B,WEIGHT2A,WEIGHT2B,WEIGHT3A,WEIGHT3B,WEIGHT4A,WEIGHT4B,RESEMAVALBWGT,RESEMAVALWGT,SECVALBWGT,Y001_1,Y001_2,Y001_3,Y001_4,Y001_5
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364071098,20200402,202004,202003,16.1,18.52,162,2,364024,364017,364025,8,5,2,1,13718,48.52,34.8,3490,fa,1,1,1,1,0.6671114,3.81588,1,1,1,0.484167,0.471667,0.364907,0.396481,0.5,0.33,0,0.276667,1,0,1,0.666667,0,0,1,0.333333,0.66,0.66,0.66,0.66,0,1,1,0.666667,0.5,0.33,0.66,0.496667,0,0.444444,0.444444,0.296296,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364071435,20200403,202004,202003,20.2,22.22,122,2,364024,364017,364025,8,5,2,1,13718,48.52,34.8,3490,fa,1,1,1,1,0.6671114,3.81588,2,2,2,0.3325,0.276667,0.207917,0,0.5,0,0.33,0.276667,0.33,0,0.5,0.276667,1,1,0,0.666667,0,0,0.33,0.11,1,0,1,0.666667,0,0,0,0,0,0,0,0,0.33,0,0.165,0.165,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364072052,20200403,202004,202003,14.4,16.04,84,2,364024,364017,364025,8,5,2,1,13718,48.52,34.8,3490,fa,1,1,1,1,0.6671114,3.81588,2,2,1,0.484167,0.636667,0.443333,0.388333,0.5,0.33,0.33,0.386667,0.66,1,1,0.886667,0,1,0,0.333333,0,0.33,0.66,0.33,1,0,1,0.666667,0,0.33,1,0.443333,0,0.555556,0.444444,0.333333,0.66,0,0.33,0.33,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364072091,20200402,202004,202003,15.02,16.17,75,2,364024,364017,364025,8,5,2,1,13718,48.52,34.8,3490,fa,1,1,1,1,0.6671114,3.81588,3,2,1,0.212534,0.315068,0.457361,0.207222,0.5,NA,0.66,0.57458,0,0,0.166667,0.055556,0,0,0,0,0,0,0.66,0.22,1,1,1,1,0.25,0.33,0.33,0.303333,0,0.111111,0.222222,0.111111,0.33,0.5,0.415,0.415,0.915,0.66,1,1,1,1,1,1,1,1,1,0.83,1,0,1,0,1
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364072334,20200402,202004,202003,13.39,15.07,88,2,364024,364017,364025,8,5,2,1,13718,48.52,34.8,3490,fa,1,1,1,1,0.6671114,3.81588,-2,1,1,0.471944,0.443889,0.200111,0.165556,1,0,0.33,0.443333,1,0,0.333333,0.444444,1,1,1,1,0,0,0,0,0,0,1,0.333333,0,0.66,0,0.22,0,0,0.333333,0.111111,0,NA,NA,0.136,1,1,1,1,1,1,1,1,0.66,1,0.915,1,-2,0,0,0,1
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364072384,20200403,202004,202003,18.48,20.07,79,2,364024,364017,364025,8,5,2,1,13718,48.52,34.8,3490,fa,1,1,1,1,0.6671114,3.81588,3,2,0,0.401944,0.527222,0.270139,0.166111,1,0,0,0.333333,0.33,1,0.833333,0.721111,1,0,0,0.333333,0,0.33,0.33,0.22,0,1,0,0.333333,0,0,0.33,0.11,0.222222,0.111111,0.333333,0.222222,0.33,0.5,0.415,0.415,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364072677,20200403,202004,202003,17.2,18.34,74,2,364024,364017,364025,8,5,2,1,13718,48.52,34.8,3490,fa,1,1,1,1,0.6671114,3.81588,0,1,-1,0.305,0.166667,0.18,0.193333,1,0,0,0.333333,0,0,0,0,1,1,0,0.666667,0,0,0.66,0.22,0,0,1,0.333333,0.5,0.33,0.33,0.386667,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364072705,20200402,202004,202003,12.1,13.5,100,2,364024,364017,364025,8,5,2,1,13718,48.52,34.8,3490,fa,1,1,1,1,0.6671114,3.81588,4,3,-1,0.2775,0.221667,0.438981,0.336296,0.5,0,0.33,0.276667,0,0,0.5,0.166667,1,1,0,0.666667,0,0,0,0,0,0,1,0.333333,0.25,0.33,0.66,0.413333,0,0,0.777778,0.259259,1,0.5,0.75,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364072755,20200403,202004,202003,22.22,23.34,72,2,364024,364017,364025,8,5,2,1,13718,48.52,34.8,3490,fa,1,1,1,1,0.6671114,3.81588,1,2,2,0.401667,0.526667,0.437083,0.458333,1,1,0.33,0.776667,0.33,0,0.5,0.276667,0,0,0,0,0.33,0.33,1,0.553333,1,0,1,0.666667,0.75,1,1,0.916667,0,0,0,0,0.33,0,0.165,0.165,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364071077,20200326,202004,202003,9.04,10.48,105,2,364019,364001,364026,6,3,3,1,13000,48.91,37.8,3490,fa,2,2,1,1,0.6671114,3.81588,1,1,1,0.110833,0.221667,0.290833,0.248333,0.5,0,0,0.166667,0.33,0,0.5,0.276667,0,0,0,0,0,0,0,0,1,0,1,0.666667,0.5,0.33,0.66,0.496667,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364071119,20200327,202004,202003,13.45,15,75,2,364019,364001,364026,6,3,3,1,13000,48.91,37.8,3490,fa,1,1,1,1,0.6671114,3.81588,0,1,-2,0.013889,0.027778,0.1175,0.235,0,0,0,0,0,0,0.166667,0.055556,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.33,0.33,0.47,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364071238,20200327,202004,202003,11.18,12.26,68,2,364019,364001,364026,6,3,3,1,13000,48.91,37.8,3490,fa,2,1,1,1,0.6671114,3.81588,1,1,2,0.137778,0.165556,0.369537,0.239074,0,0,0.33,0.11,0.33,0,0.333333,0.221111,0,0,0,0,0.33,0.33,0,0.22,1,1,1,1,0,0.66,0.33,0.33,0,0,0.444444,0.148148,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364071492,20200327,202004,202003,15.24,16.43,79,2,364019,364001,364026,6,3,3,1,13000,48.91,37.8,3490,fa,2,2,2,1,0.6671114,3.81588,3,2,1,0.305,0.221667,0.403565,0.557963,0,0,0.33,0.11,0,0,1,0.333333,1,1,0,0.666667,0,0,0.33,0.11,0,0,1,0.333333,0.25,0.66,0.66,0.523333,1,0.444444,0.333333,0.592593,0.33,0,0.165,0.165,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364071534,20200326,202004,202003,14.06,15.39,93,2,364019,364001,364026,6,3,3,1,13000,48.91,37.8,3490,fa,2,1,1,1,0.6671114,3.81588,3,2,0,0.069167,0.138333,0.352917,0.206667,0,0,0.33,0.11,0,0,0.5,0.166667,0,0,0,0,0,0,0,0,0,0,1,0.333333,0.25,0.33,0.66,0.413333,0,0,0,0,0.33,1,0.665,0.665,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364071615,20200326,202004,202003,15.36,17.29,113,2,364019,364001,364026,6,3,3,1,13000,48.91,37.8,3490,fa,2,1,1,1,0.6671114,3.81588,3,2,-2,0.138611,0.055556,0.260324,0.313148,0,0,0,0,0,0,0.333333,0.111111,1,0,0,0.333333,0.33,0,0,0.11,0,0,0,0,0,0.66,0.33,0.33,0,0.111111,0.777778,0.296296,0.33,0.5,0.415,0.415,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364071617,20200327,202004,202003,12.21,14.05,104,2,364019,364001,364026,6,3,3,1,13000,48.91,37.8,3490,fa,2,1,1,1,0.6671114,3.81588,1,1,1,0.138333,0.221667,0.337278,0.341222,0,0,0.33,0.11,0,0,1,0.333333,0,0,0,0,0,0,0.33,0.11,1,0,1,0.666667,0.25,0,NA,0.238,0,0.666667,0.666667,0.444444,0,0,0,0,1,1,1,1,0.66,1,1,1,1,0.83,0.915,1,0,0,0,1,0
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364071815,20200326,202004,202003,12.43,14.07,84,2,364019,364001,364026,6,3,3,1,13000,48.91,37.8,3490,fa,1,1,1,1,0.6671114,3.81588,0,1,0,0.1525,0.305,0.1525,0.305,1,0,0,0.333333,0.33,0,0.5,0.276667,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.33,1,0.61,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364072219,20200327,202004,202003,16.5,18.14,84,2,364019,364001,364026,6,3,3,1,13000,48.91,37.8,3490,fa,2,1,1,1,0.6671114,3.81588,2,2,0,0.314444,0.471667,0.588611,0.678889,1,0,0.33,0.443333,0,1,0.5,0.5,0,0,0,0,0.33,NA,NA,NA,0,1,1,0.666667,0.75,0.33,0.66,0.58,0.666667,1,0.666667,0.777778,0.66,0,0.33,0.33,0.915,1,1,1,1,1,1,0.66,1,1,1,1,0,1,0,0,1
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364072829,20200326,202004,202003,10.51,12.34,103,2,364019,364001,364026,6,3,3,1,13000,48.91,37.8,3490,fa,2,1,1,1,0.6671114,3.81588,1,1,-1,0.041667,0.083333,0.186667,0.206667,0.5,0,0,0.166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.333333,0.25,0.66,0.33,0.413333,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364071103,20200403,202004,202003,19.54,21.43,109,2,364025,364023,364027,4,2,4,1,13824,54.37,30.05,3490,fa,2,2,1,1,0.6671114,3.81588,2,2,0,0.388889,0.277778,0.528704,0.559074,1,0,0,0.333333,0,0,0.666667,0.222222,1,1,1,1,0,0,0,0,0,1,1,0.666667,0.25,1,0.66,0.636667,1,0,0.444444,0.481481,0.66,0,0.33,0.33,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364071228,20200403,202004,202003,16.26,18.47,141,2,364025,364023,364027,4,2,4,1,13824,54.37,30.05,3490,fa,1,1,1,1,0.6671114,3.81588,1,2,0,0.2775,0.166667,0.218935,0.188704,0.5,0,0,0.166667,0,0,0.5,0.166667,1,1,0,0.666667,0,0,0.33,0.11,0,0,1,0.333333,0.25,0.33,0.33,0.303333,0,0,0.222222,0.074074,0.33,0,0.165,0.165,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364071299,20200403,202004,202003,18.1,20.28,138,2,364025,364023,364027,4,2,4,1,13824,54.37,30.05,3490,fa,2,1,2,1,0.6671114,3.81588,2,2,1,0.296167,0.388333,0.152083,0.055,1,0,0.33,0.443333,0,0,1,0.333333,NA,0,0,0.078,0.33,0.33,0.33,0.33,0,0,1,0.333333,0,0.33,0,0.11,0,0,0,0,0.33,0,0.165,0.165,0.915,1,1,1,1,0.66,1,1,1,1,1,1,0,0,1,1,0
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364071406,20200402,202004,202003,16,17.22,82,2,364025,364023,364027,4,2,4,1,13824,54.37,30.05,3490,fa,2,2,1,1,0.6671114,3.81588,2,2,-1,0.304722,0.442778,0.343657,0.604815,0,0,0.33,0.11,0.66,1,0.666667,0.775556,0,1,0,0.333333,0,0,0,0,0,0,0,0,0.75,0.33,0.66,0.58,0.111111,1,0.777778,0.62963,0.33,0,0.165,0.165,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364071709,20200402,202004,202003,20.44,23.36,172,2,364025,364023,364027,4,2,4,1,13824,54.37,30.05,3490,fa,1,1,1,1,0.6671114,3.81588,1,1,0,0.152222,0.027778,0.244537,0.322407,0,0,0,0,0,0,0.166667,0.055556,1,0,0,0.333333,0,0.33,0.33,0.22,0,0,1,0.333333,0.5,0.33,0.66,0.496667,0,0,0.444444,0.148148,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364071737,20200402,202004,202003,19.24,20.55,92,2,364025,364023,364027,4,2,4,1,13824,54.37,30.05,3490,fa,3,1,1,1,0.6671114,3.81588,2,2,1,0.193333,0.221667,0.255417,0.261667,0.5,0,0.33,0.276667,0,0,0.5,0.166667,0,0,0,0,0,0.66,0.33,0.33,0,0,1,0.333333,0.25,0.66,0.66,0.523333,0,0,0,0,0.33,0,0.165,0.165,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364071764,20200403,202004,202003,21.57,23.55,118,2,364025,364023,364027,4,2,4,1,13824,54.37,30.05,3490,fa,1,1,1,1,0.6671114,3.81588,4,2,0,0.1525,0.083333,0.466204,0.184074,0.5,0,0,0.166667,0,0,0,0,1,0,0,0.333333,0,0,0.33,0.11,1,0,1,0.666667,0,0.66,0,0.22,0,0,0.444444,0.148148,0.66,1,0.83,0.83,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364072001,20200402,202004,202003,17.45,19.01,76,2,364025,364023,364027,4,2,4,1,13824,54.37,30.05,3490,fa,2,1,1,1,0.6671114,3.81588,2,2,0,0.748611,0.553889,0.428889,0.692778,0.5,0.33,0.33,0.386667,0.33,1,0.833333,0.721111,1,1,1,1,1,0.66,1,0.886667,0,0,0,0,0.5,0.66,0.33,0.496667,1,0.888889,0.777778,0.888889,0.66,0,0.33,0.33,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364072451,20200403,202004,202003,15.01,16.22,81,2,364025,364023,364027,4,2,4,1,13824,54.37,30.05,3490,fa,1,1,1,1,0.6671114,3.81588,1,2,1,0.290278,0.415556,0.357546,0.299259,1,0,0.33,0.443333,0.33,0,0.833333,0.387778,0,0,0,0,0.33,0.33,0.33,0.33,1,0,1,0.666667,0.25,0.33,0.66,0.413333,0,0.111111,0.444444,0.185185,0.33,0,0.165,0.165,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364072796,20200402,202004,202003,13.54,15.56,122,2,364025,364023,364027,4,2,4,1,13824,54.37,30.05,3490,fa,2,2,1,1,0.6671114,3.81588,4,3,0,0.416667,0.166667,0.581019,0.49537,0.5,0,0,0.166667,0,0,0.5,0.166667,1,0,0,0.333333,1,1,1,1,0,0,1,0.333333,0.75,1,1,0.916667,0,0,0.222222,0.074074,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364071157,20200326,202004,202003,14.58,16.16,78,2,364005,364019,364028,7,4,2,1,10742,46.41,33.64,3490,fa,2,1,1,1,0.6671114,3.81588,4,3,-1,0.374167,0.416667,0.380833,0.261667,1,0,0,0.333333,0,1,0.5,0.5,0,1,0,0.333333,0.33,0.33,0.33,0.33,0,0,0,0,0.25,0.66,0.66,0.523333,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364071657,20200326,202004,202003,11.41,13.05,84,2,364005,364019,364028,7,4,2,1,10742,46.41,33.64,3490,fa,1,1,1,1,0.6671114,3.81588,1,2,-2,0.318333,0.193333,0.172361,0.262222,0,0,0.33,0.11,0.33,0,0.5,0.276667,1,1,0,0.666667,0,0.33,0.33,0.22,0,0,0,0,0.25,0.33,0.66,0.413333,0.333333,0,0,0.111111,0.33,0,0.165,0.165,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364071748,20200327,202004,202003,16.36,17.57,81,2,364005,364019,364028,7,4,2,1,10742,46.41,33.64,3490,fa,2,2,1,1,0.6671114,3.81588,3,2,0,0.248333,0.331667,0.297917,0.221667,0.5,0.33,0.33,0.386667,0.33,0,0.5,0.276667,0,0,0,0,0.33,0.33,0.33,0.33,0,1,0,0.333333,0,0.33,0,0.11,0.333333,0.333333,0.333333,0.333333,0.33,0.5,0.415,0.415,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364071766,20200326,202004,202003,20.06,21.27,82,2,364005,364019,364028,7,4,2,1,10742,46.41,33.64,3490,fa,1,1,1,1,0.6671114,3.81588,2,2,2,0.414722,0.442778,0.533333,0.568333,0,0,0.33,0.11,0.66,1,0.666667,0.775556,0,0,0,0,1,0.66,0.66,0.773333,1,0,1,0.666667,0.75,0.66,1,0.803333,0.111111,0.222222,0.666667,0.333333,0.66,0,0.33,0.33,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364072245,20200327,202004,202003,17.58,20.03,126,2,364005,364019,364028,7,4,2,1,10742,46.41,33.64,3490,fa,1,1,2,1,0.6671114,3.81588,2,2,0,0.2075,0.305,0.165833,0,1,0,0.33,0.443333,0,0,0.5,0.166667,0,0,0,0,0.33,0,0.33,0.22,1,0,0,0.333333,0,0,0,0,0,0,0,0,0.66,0,0.33,0.33,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364072404,20200327,202004,202003,21.19,22.25,66,2,364005,364019,364028,7,4,2,1,10742,46.41,33.64,3490,fa,1,1,1,1,0.6671114,3.81588,3,2,1,0.540556,0.637778,0.556204,0.322407,0.5,0.33,0.33,0.386667,1,1,0.666667,0.888889,1,1,0,0.666667,0,0.33,0.33,0.22,1,1,1,1,0.5,0.33,0.66,0.496667,0.444444,0,0,0.148148,0.66,0.5,0.58,0.58,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364072555,20200327,202004,202003,19.31,21.17,107,2,364005,364019,364028,7,4,2,1,10742,46.41,33.64,3490,fa,2,1,1,1,0.6671114,3.81588,4,2,1,0.138611,0.222222,0.373333,0.29,1,0,0,0.333333,0,0,0.333333,0.111111,0,0,0,0,0,0,0.33,0.11,0,0,1,0.333333,0.75,0.66,0.33,0.58,0,0,0,0,0.66,0.5,0.58,0.58,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364072582,20200326,202004,202003,12.52,14.14,82,2,364005,364019,364028,7,4,2,1,10742,46.41,33.64,3490,fa,3,1,1,1,0.6671114,3.81588,1,1,0,0.3325,0.221667,0.26537,0.364074,0.5,0.33,0,0.276667,0,0,0.5,0.166667,1,1,0,0.666667,0,0.33,0.33,0.22,0,1,0,0.333333,0.75,0.33,0.66,0.58,0,0,0.444444,0.148148,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364072769,20200326,202004,202003,16.52,18.19,87,2,364005,364019,364028,7,4,2,1,10742,46.41,33.64,3490,fa,1,1,1,1,0.6671114,3.81588,2,2,1,0.18,0.138333,0.383565,0.18463,0,0,0.33,0.11,0,0,0.5,0.166667,1,0,0,0.333333,0,0,0.33,0.11,1,1,1,1,0,0,0.33,0.11,0,0.111111,0.666667,0.259259,0.33,0,0.165,0.165,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364072775,20200326,202004,202003,17.55,19.54,119,2,364005,364019,364028,7,4,2,1,10742,46.41,33.64,3490,fa,1,2,2,1,0.6671114,3.81588,3,2,0,0.25,0,0.315463,0.299259,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0.333333,0.25,0.33,0.66,0.413333,0,0,0.555556,0.185185,0.66,0,0.33,0.33,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364071429,20200403,202004,202003,17.07,18.56,108,2,364014,364003,364029,7,4,3,1,12025,53.57,28.52,3490,fa,1,1,1,1,0.6671114,3.81588,5,3,2,0.2075,0.305,0.612593,0.225185,0.5,0,0.33,0.276667,0,0,1,0.333333,0,0,0,0,0,0.33,0.33,0.22,1,1,1,1,0.25,0.66,0.33,0.413333,0,0,0.111111,0.037037,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364071654,20200402,202004,202003,12.38,13.54,76,2,364014,364003,364029,7,4,3,1,12025,53.57,28.52,3490,fa,1,2,1,1,0.6671114,3.81588,1,1,-1,0.249167,0.388333,0.421019,0.717037,0.5,0,0,0.166667,0.33,1,0.5,0.61,0,0,0,0,0,0.33,0.33,0.22,0,0,0,0,0.75,0.33,1,0.693333,0.777778,0.777778,0.666667,0.740741,0,0.5,0.25,0.25,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364071935,20200402,202004,202003,16.08,17.23,76,2,364014,364003,364029,7,4,3,1,12025,53.57,28.52,3490,fa,2,1,1,1,0.6671114,3.81588,1,1,0,0.165833,0.221667,0.404815,0.476296,0.5,0,0.33,0.276667,0,0,0.5,0.166667,0,0,0,0,0,0.33,0.33,0.22,0,1,1,0.666667,0.75,0.33,1,0.693333,0,0.111111,0.666667,0.259259,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364072160,20200402,202004,202003,10.4,12.11,91,2,364014,364003,364029,7,4,3,1,12025,53.57,28.52,3490,fa,2,1,1,1,0.6671114,3.81588,2,2,0,0.331667,0.388333,0.323544,0.148755,1,0,0.33,0.443333,0,1,0,0.333333,0,0,0,0,0.33,0.66,0.66,0.55,0,1,1,0.666667,0.25,NA,0.33,0.29751,0,0,0,0,0.66,0,0.33,0.33,1,1,1,1,0.66,1,1,1,1,0.83,0.915,1,0,1,0,0,1
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364072174,20200402,202004,202003,19.59,21.42,103,2,364014,364003,364029,7,4,3,1,12025,53.57,28.52,3490,fa,1,1,1,1,0.6671114,3.81588,2,2,-1,0.096667,0.138333,0.06875,0.055,0,0,0.33,0.11,0,0,0.5,0.166667,0,0,0,0,0,0.33,0,0.11,0,0,0,0,0,0,0.33,0.11,0,0,0,0,0.33,0,0.165,0.165,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364072232,20200402,202004,202003,14.21,16.51,150,2,364014,364003,364029,7,4,3,1,12025,53.57,28.52,3490,fa,2,2,1,1,0.6671114,3.81588,2,1,-1,0.332222,0.166111,0.092593,0.018519,0,0,0,0,0.33,0,0.666667,0.332222,1,0,0,0.333333,0.33,0.66,1,0.663333,0,1,0,0.333333,0,0,0,0,0.111111,0,0,0.037037,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364072341,20200402,202004,202003,17.51,19.15,83,2,364014,364003,364029,7,4,3,1,12025,53.57,28.52,3490,fa,2,2,1,1,0.6671114,3.81588,1,1,1,0.152222,0.249444,0.414352,0.49537,0.5,0,0.33,0.276667,0,0,0.666667,0.222222,0,0,0,0,0.33,0,0,0.11,0,1,1,0.666667,0.75,0,1,0.583333,0.111111,0.666667,0.444444,0.407407,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364072375,20200403,202004,202003,14.21,15.46,85,2,364014,364003,364029,7,4,3,1,12025,53.57,28.52,3490,fa,1,1,1,1,0.6671114,3.81588,3,2,-2,0.305278,0.055556,0.06875,0.055,0,0,0,0,0,0,0.333333,0.111111,1,1,1,1,0,0,0.33,0.11,0,0,0,0,0,0.33,0,0.11,0,0,0,0,0.33,0,0.165,0.165,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
