version,doi,B_COUNTRY,B_COUNTRY_ALPHA,C_COW_NUM,C_COW_ALPHA,A_YEAR,D_INTERVIEW,J_INTDATE,FW_END,FW_START,K_TIME_START,K_TIME_END,K_DURATION,Q_MODE,N_REGION_ISO,N_REGION_WVS,N_TOWN,G_TOWNSIZE,G_TOWNSIZE2,H_SETTLEMENT,H_URBRURAL,I_PSU,O1_LONGITUDE,O2_LATITUDE,S_INTLANGUAGE,LNGE_ISO,E_RESPINT,F_INTPRIVACY,E1_LITERACY,W_WEIGHT,S018,PWGHT,Y001,Y002,Y003,SACSECVAL,SACSECVALB,RESEMAVAL,RESEMAVALB,I_AUTHORITY,I_NATIONALISM,I_DEVOUT,DEFIANCE,I_RELIGIMP,I_RELIGBEL,I_RELIGPRAC,DISBELIEF,I_NORM1,I_NORM2,I_NORM3,RELATIVISM,I_TRUSTARMY,I_TRUSTPOLICE,I_TRUSTCOURTS,SCEPTICISM,I_INDEP,I_IMAGIN,I_NONOBED,AUTONOMY,I_WOMJOB,I_WOMPOL,I_WOMEDU,EQUALITY,I_HOMOLIB,I_ABORTLIB,I_DIVORLIB,CHOICE,I_VOICE1,I_VOICE2,I_VOI2_00,VOICE,SECVALWGT,WEIGHT1A,WEIGHT1B,WEIGHT2A,WEIGHT2B,WEIGHT3A,WEIGHT3B,WEIGHT4A,WEIGHT4B,RESEMAVALBWGT,RESEMAVALWGT,SECVALBWGT,Y001_1,Y001_2,Y001_3,Y001_4,Y001_5
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364072708,20200404,202004,202003,15.31,17.01,90,2,364003,364026,364048,6,3,3,1,10394,47.66,38.4,3490,fa,2,1,1,1,0.6671114,3.81588,3,2,1,0.415833,0.276667,0.50162,0.587407,0,0,0.33,0.11,0.33,0,1,0.443333,1,1,1,1,0,0,0.33,0.11,1,1,0,0.666667,0.75,0.33,1,0.693333,0,1,0.444444,0.481481,0.33,0,0.165,0.165,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364072776,20200404,202004,202003,17.05,18.55,110,2,364003,364026,364048,6,3,3,1,10394,47.66,38.4,3490,fa,1,2,1,1,0.6671114,3.81588,1,1,1,0.149917,0.189833,0.25,0.166667,NA,0,0,0.103,0.33,0,0.5,0.276667,0,0,0,0,0,0.33,0.33,0.22,0,1,1,0.666667,0,1,0,0.333333,0,0,0,0,0,0,0,0,0.915,0.66,1,1,1,1,1,1,1,1,1,0.83,0,0,0,0,1
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364071015,20200407,202004,202003,14.29,16.09,100,2,364001,364006,364049,6,3,3,1,10077,47.73,37.43,3490,fa,1,1,1,1,0.6671114,3.81588,2,1,0,0.193611,0.277222,0.288519,0.41037,1,0,0.33,0.443333,0,0,0.333333,0.111111,0,0,0,0,0,0.33,0.33,0.22,0,0,1,0.333333,0.25,0.33,0.66,0.413333,0,0.444444,0.777778,0.407407,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364071349,20200407,202004,202003,15.2,16.42,82,2,364001,364006,364049,6,3,3,1,10077,47.73,37.43,3490,fa,1,1,1,1,0.6671114,3.81588,1,2,1,0.235833,0.138333,0.48338,0.550926,0,0,0.33,0.11,0,0,0.5,0.166667,1,1,0,0.666667,0,0,0,0,1,0,1,0.666667,0.75,1,1,0.916667,0,0.111111,0.444444,0.185185,0.33,0,0.165,0.165,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364071355,20200407,202004,202003,12.15,13.51,96,2,364001,364006,364049,6,3,3,1,10077,47.73,37.43,3490,fa,1,2,1,1,0.6671114,3.81588,3,3,0,0.041667,0.083333,0.360278,0.303889,0,0,0,0,0,0,0.5,0.166667,0,0,0,0,0,0,0,0,0,0,1,0.333333,0.5,0.33,0.66,0.496667,0,0,0.333333,0.111111,1,0,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364071508,20200407,202004,202003,19.45,21.18,93,2,364001,364006,364049,6,3,3,1,10077,47.73,37.43,3490,fa,1,2,1,1,0.6671114,3.81588,3,2,1,0.180278,0.305556,0.542593,0.753519,0,0,1,0.333333,0,0,0.833333,0.277778,0,0,0,0,0,0.33,0,0.11,0,0,1,0.333333,0.75,0.66,1,0.803333,0.444444,1,0.666667,0.703704,0.66,0,0.33,0.33,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364071535,20200406,202004,202003,11.06,12.46,100,2,364001,364006,364049,6,3,3,1,10077,47.73,37.43,3490,fa,1,2,1,1,0.6671114,3.81588,0,1,-1,0.152222,0.249444,0.195926,0.391852,1,0,0.33,0.443333,0,0,0.166667,0.055556,0,0,0,0,0,0,0.33,0.11,0,0,0,0,0.25,0.66,0.33,0.413333,0,0.333333,0.777778,0.37037,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364071690,20200407,202004,202003,17.41,20.15,153,2,364001,364006,364049,6,3,3,1,10077,47.73,37.43,3490,fa,2,1,1,1,0.6671114,3.81588,-2,1,1,0.255722,0.289777,0.320648,0.34963,NA,0,0.33,0.24622,0,0,1,0.333333,0,1,0,0.333333,0,0,0.33,0.11,0,0,1,0.333333,0,0.66,0.66,0.44,0.111111,0.222222,0.444444,0.259259,0,0.5,0.25,0.25,0.915,0.66,1,1,1,1,1,1,1,1,1,0.83,1,0,0,0,-2
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364071799,20200406,202004,202003,15.39,16.41,62,2,364001,364006,364049,6,3,3,1,10077,47.73,37.43,3490,fa,2,2,1,1,0.6671114,3.81588,2,2,-2,0.179722,0.249444,0.371296,0.410926,1,0,0.33,0.443333,0,0,0.166667,0.055556,0,0,0,0,0.33,0.33,0,0.22,0,1,0,0.333333,0.25,0.33,0.33,0.303333,1,0.111111,0.444444,0.518519,0.66,0,0.33,0.33,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364072257,20200407,202004,202003,16.42,18.43,121,2,364001,364006,364049,6,3,3,1,10077,47.73,37.43,3490,fa,1,1,1,1,0.6671114,3.81588,2,2,-1,0.402222,0.361111,0.309491,0.536481,0.5,1,0,0.5,0,0,0.666667,0.222222,0,0,0,0,0.66,1,1,0.886667,0,0,0,0,0,0,0.33,0.11,1,0.888889,1,0.962963,0.33,0,0.165,0.165,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364072372,20200406,202004,202003,16.44,17.43,59,2,364001,364006,364049,6,3,3,1,10077,47.73,37.43,3490,fa,3,2,1,1,0.6671114,3.81588,3,2,-1,0.138611,0.110556,0.556204,0.697407,0,0,0,0,0.33,0,0.333333,0.221111,0,0,1,0.333333,0,0,0,0,0,0,0,0,0.75,0.33,0.66,0.58,1,0.444444,1,0.814815,0.66,1,0.83,0.83,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364072743,20200406,202004,202003,12.58,15.03,125,2,364001,364006,364049,6,3,3,1,10077,47.73,37.43,3490,fa,2,1,1,1,0.6671114,3.81588,1,1,-1,0.0275,0.055,0.083333,0,0,0,0.33,0.11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364071129,20200403,202004,202003,20.1,22.31,141,2,364032,364032,364050,7,4,4,1,10697,50.9,35.75,3490,fa,1,1,1,1,0.6671114,3.81588,2,2,1,0.2775,0.166667,0.31875,0.055,0.5,0,0,0.166667,0,0,0.5,0.166667,1,1,0,0.666667,0,0,0.33,0.11,1,1,1,1,0,0,0.33,0.11,0,0,0,0,0.33,0,0.165,0.165,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364071329,20200403,202004,202003,17.53,19.15,81,2,364032,364032,364050,7,4,4,1,10697,50.9,35.75,3490,fa,1,1,2,1,0.6671114,3.81588,2,2,1,0.208333,0.083333,0.262917,0.11,0,0,0,0,0,0,0.5,0.166667,1,1,0,0.666667,0,0,0,0,1,0,1,0.666667,0,0.33,0.33,0.22,0,0,0,0,0.33,0,0.165,0.165,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364071541,20200408,202004,202003,16.42,18.04,82,2,364032,364032,364050,7,4,4,1,10697,50.9,35.75,3490,fa,1,1,1,1,0.6671114,3.81588,1,2,-2,0.331667,0.221667,0.315602,0.548704,0.5,0,0.33,0.276667,0,0,0.5,0.166667,1,0,0,0.333333,0.33,0.66,0.66,0.55,0,0,0,0,0.75,0.66,0.66,0.69,0,0.777778,0.444444,0.407407,0.33,0,0.165,0.165,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364071544,20200408,202004,202003,18.13,19.19,66,2,364032,364032,364050,7,4,4,1,10697,50.9,35.75,3490,fa,1,2,1,1,0.6671114,3.81588,2,2,2,0.360833,0.166667,0.594491,0.606481,0.5,0,0,0.166667,0,0,0.5,0.166667,1,1,1,1,0.33,0,0,0.11,1,1,1,1,0.75,1,1,0.916667,0,0.444444,0.444444,0.296296,0.33,0,0.165,0.165,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364071848,20200403,202004,202003,21.58,23.31,93,2,364032,364032,364050,7,4,4,1,10697,50.9,35.75,3490,fa,1,1,1,1,0.6671114,3.81588,1,1,2,0.331438,0.388333,0.418426,0.503519,0,0,0,0,0.33,1,1,0.776667,0,1,0,0.333333,0,NA,0.33,0.21575,1,0,1,0.666667,0.25,1,0.66,0.636667,0,0.666667,0.444444,0.37037,0,0,0,0,0.915,1,1,1,1,1,1,0.66,1,1,1,1,0,0,0,1,0
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364072055,20200408,202004,202003,11.59,13.27,88,2,364032,364032,364050,7,4,4,1,10697,50.9,35.75,3490,fa,1,1,1,1,0.6671114,3.81588,3,2,2,0.474943,0.443333,0.581667,0.415,0,0,0.33,0.11,0.33,1,1,0.776667,1,0,1,0.666667,0.33,0.33,NA,0.34644,1,0,1,0.666667,0.5,0.33,0.66,0.496667,0,0.444444,0.555556,0.333333,0.66,1,0.83,0.83,0.915,1,1,1,1,1,1,0.66,1,1,1,1,1,1,0,0,1
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364072300,20200403,202004,202003,16.54,17.57,63,2,364032,364032,364050,7,4,4,1,10697,50.9,35.75,3490,fa,1,1,1,1,0.6671114,3.81588,4,3,1,0.360833,0.555,0.833333,0.833333,0,1,0,0.333333,0.33,1,1,0.776667,0,0,0,0,0,1,0,0.333333,1,0,1,0.666667,1,1,1,1,0.555556,0.444444,1,0.666667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364072326,20200408,202004,202003,13.31,14.55,84,2,364032,364032,364050,7,4,4,1,10697,50.9,35.75,3490,fa,1,1,1,1,0.6671114,3.81588,3,2,0,0.069167,0.138333,0.374167,0.166667,0,0,0.33,0.11,0,0,0.5,0.166667,0,0,0,0,0,0,0,0,0,0,1,0.333333,0,0,1,0.333333,0,0,0,0,0.66,1,0.83,0.83,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364072501,20200408,202004,202003,14.38,15.54,76,2,364032,364032,364050,7,4,4,1,10697,50.9,35.75,3490,fa,1,1,1,1,0.6671114,3.81588,3,3,-1,0.401944,0.193889,0.444167,0.346667,0.5,0,0.33,0.276667,0,0,0.333333,0.111111,1,1,1,1,0,0,0.66,0.22,0,0,1,0.333333,0.75,1,0.33,0.693333,0,0,0,0,1,0.5,0.75,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364072625,20200403,202004,202003,14.56,17.19,143,2,364032,364032,364050,7,4,4,1,10697,50.9,35.75,3490,fa,1,2,1,1,0.6671114,3.81588,0,1,0,0.388056,0.332778,0.036759,0.073519,0,0,0,0,0.33,1,0.666667,0.665556,1,1,0,0.666667,0,0.33,0.33,0.22,0,0,0,0,0,0.33,0,0.11,0.111111,0,0,0.037037,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364071378,20200408,202004,202003,14.58,16.03,65,2,364004,364009,364051,7,4,3,1,10604,51.37,32.63,3490,fa,2,1,1,1,0.6671114,3.81588,5,3,-2,0.249167,0.166667,0.397315,0.29463,0.5,0,0,0.166667,0,0,0.5,0.166667,0,0,0,0,0.33,0.66,1,0.663333,0,0,0,0,0,0.66,0.33,0.33,0,0.333333,0.444444,0.259259,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364071430,20200408,202004,202003,20.04,21.51,107,2,364004,364009,364051,7,4,3,1,10604,51.37,32.63,3490,fa,1,1,1,1,0.6671114,3.81588,1,1,1,0.179722,0.249444,0.2775,0.221667,1,0,0.33,0.443333,0,0,0.166667,0.055556,0,0,0,0,0,0.33,0.33,0.22,1,0,1,0.666667,0,1,0.33,0.443333,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364071835,20200407,202004,202003,15.5,17.33,102,2,364004,364009,364051,7,4,3,1,10604,51.37,32.63,3490,fa,1,1,1,1,0.6671114,3.81588,2,2,1,0.47,0.276667,0.207083,0.165,0.5,0.66,0,0.386667,0,0,0.5,0.166667,1,1,0,0.666667,0.66,0.66,0.66,0.66,0,0,1,0.333333,0,0.66,0.33,0.33,0,0,0,0,0.33,0,0.165,0.165,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364072075,20200407,202004,202003,13.29,15.57,148,2,364004,364009,364051,7,4,3,1,10604,51.37,32.63,3490,fa,2,1,1,1,0.6671114,3.81588,2,2,0,0.818333,0.636667,0.322685,0.313704,0.5,0.66,0,0.386667,0.66,1,1,0.886667,1,1,1,1,1,1,1,1,0,1,0,0.333333,0,0.33,0.33,0.22,0.111111,0.111111,1,0.407407,0.66,0,0.33,0.33,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364072118,20200408,202004,202003,16.54,18.21,87,2,364004,364009,364051,7,4,3,1,10604,51.37,32.63,3490,fa,1,1,1,1,0.6671114,3.81588,2,2,1,0.54,0.693333,0.372269,0.49537,0.5,0.66,0,0.386667,1,1,1,1,0,1,0,0.333333,0.33,0.33,0.66,0.44,0,0,1,0.333333,0.75,1,1,0.916667,0,0.111111,0.111111,0.074074,0.33,0,0.165,0.165,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364072309,20200408,202004,202003,16,17.14,74,2,364004,364009,364051,7,4,3,1,10604,51.37,32.63,3490,fa,2,1,1,1,0.6671114,3.81588,1,2,0,0.110556,0.166111,0.33875,0.261667,0,0,0.33,0.11,0,0,0.666667,0.222222,0,0,0,0,0,0,0.33,0.11,1,1,0,0.666667,0.25,0.66,0.66,0.523333,0,0,0,0,0.33,0,0.165,0.165,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364072484,20200408,202004,202003,19.01,19.57,56,2,364004,364009,364051,7,4,3,1,10604,51.37,32.63,3490,fa,2,1,1,1,0.6671114,3.81588,2,2,0,0.706667,0.526667,0.281713,0.314259,0.5,0,0,0.166667,0.66,1,1,0.886667,1,1,1,1,1,0.66,0.66,0.773333,0,0,1,0.333333,0,1,0.33,0.443333,0.222222,0,0.333333,0.185185,0.33,0,0.165,0.165,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364072647,20200407,202004,202003,19.19,20.31,71,2,364004,364009,364051,7,4,3,1,10604,51.37,32.63,3490,fa,1,1,1,1,0.6671114,3.81588,2,2,1,0.083333,0,0.235417,0.055,0,0,0,0,0,0,0,0,1,0,0,0.333333,0,0,0,0,0,1,1,0.666667,0,0.33,0,0.11,0,0,0,0,0.33,0,0.165,0.165,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364072703,20200407,202004,202003,11.56,13.08,72,2,364004,364009,364051,7,4,3,1,10604,51.37,32.63,3490,fa,2,1,1,1,0.6671114,3.81588,3,2,-1,0.651667,0.693333,0.480093,0.670185,0.5,0.33,0.33,0.386667,1,1,1,1,1,0,0,0.333333,1,1,0.66,0.886667,0,0,0,0,0.25,0.66,1,0.636667,0.444444,0.666667,1,0.703704,0.66,0.5,0.58,0.58,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364072768,20200407,202004,202003,17.35,19.09,94,2,364004,364009,364051,7,4,3,1,10604,51.37,32.63,3490,fa,1,1,1,1,0.6671114,3.81588,5,3,0,0.151667,0.138333,0.333333,0,0,0,0,0,0.33,0,0.5,0.276667,0,0,0,0,0.33,0.33,0.33,0.33,0,0,1,0.333333,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364071113,20200327,202004,202003,17.07,18.41,94,2,364015,364004,364052,5,3,4,1,12558,55.72,29.4,3490,fa,1,1,1,1,0.6671114,3.81588,2,2,1,0.138333,0,0.345972,0.276111,0,0,0,0,0,0,0,0,0,0,1,0.333333,0,0.33,0.33,0.22,1,0,1,0.666667,0,0.33,0.66,0.33,0,0.222222,0.444444,0.222222,0.33,0,0.165,0.165,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364071366,20200327,202004,202003,13.37,14.3,53,2,364015,364004,364052,5,3,4,1,12558,55.72,29.4,3490,fa,1,2,1,1,0.6671114,3.81588,2,2,1,0.401667,0.526667,0.403426,0.475185,1,0,0.33,0.443333,0.33,1,0.5,0.61,0,0,0,0,0,0.66,1,0.553333,1,0,0,0.333333,0.75,0.66,0.33,0.58,0.444444,0.222222,0.444444,0.37037,0.66,0,0.33,0.33,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364071436,20200327,202004,202003,12.17,14.09,112,2,364015,364004,364052,5,3,4,1,12558,55.72,29.4,3490,fa,2,1,1,1,0.6671114,3.81588,2,2,1,0.472336,0.501339,0.339306,0.262778,1,NA,0.33,0.61379,0,1,0.166667,0.388889,1,1,0,0.666667,0,0.33,0.33,0.22,0,1,1,0.666667,0.25,0.33,0.33,0.303333,0,0.222222,0.444444,0.222222,0.33,0,0.165,0.165,0.915,0.66,1,1,1,1,1,1,1,1,1,0.83,0,0,1,0,1
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364071477,20200328,202004,202003,18.53,20.55,122,2,364015,364004,364052,5,3,4,1,12558,55.72,29.4,3490,fa,3,2,1,1,0.6671114,3.81588,2,1,-1,0.18,0.193333,0.291667,0.416667,0,0,0.33,0.11,0.33,0,0.5,0.276667,1,0,0,0.333333,0,0,0,0,0,0,1,0.333333,0.5,1,1,0.833333,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364071713,20200327,202004,202003,15.1,16.15,64,2,364015,364004,364052,5,3,4,1,12558,55.72,29.4,3490,fa,1,1,1,1,0.6671114,3.81588,5,3,-1,0.221667,0.166667,0.291667,0.041667,0.5,0,0,0.166667,0,0,0.5,0.166667,1,0,0,0.333333,0,0,0.66,0.22,0,0,1,0.333333,0.25,0,0,0.083333,0,0,0,0,1,0.5,0.75,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364071767,20200328,202004,202003,21.31,23.2,109,2,364015,364004,364052,5,3,4,1,12558,55.72,29.4,3490,fa,2,1,1,1,0.6671114,3.81588,4,3,0,0.274917,0.0515,0.474537,0.532407,NA,0,0,0.103,0,0,0,0,1,1,0,0.666667,0.33,0.33,0.33,0.33,0,0,1,0.333333,0.75,1,1,0.916667,0,0,0.444444,0.148148,1,0,0.5,0.5,0.915,0.66,1,1,1,1,1,1,1,1,1,0.83,0,1,1,1,1
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364072214,20200328,202004,202003,14.32,16.49,136,2,364015,364004,364052,5,3,4,1,12558,55.72,29.4,3490,fa,2,2,1,1,0.6671114,3.81588,1,1,0,0.221667,0.276667,0.240185,0.313704,0,0,0.33,0.11,0.33,0,1,0.443333,0,1,0,0.333333,0,0,0,0,1,0,0,0.333333,0,0.66,0,0.22,0,0.555556,0.666667,0.407407,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364072239,20200328,202004,202003,10.03,12.36,154,2,364015,364004,364052,5,3,4,1,12558,55.72,29.4,3490,fa,2,1,1,1,0.6671114,3.81588,2,2,-2,0.221944,0.055556,0.18625,0.29,0,0,0,0,0,0,0.333333,0.111111,1,1,0,0.666667,0,0,0.33,0.11,0,0,0,0,0.75,0.66,0.33,0.58,0,0,0,0,0.33,0,0.165,0.165,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364072302,20200327,202004,202003,11.07,12.18,71,2,364015,364004,364052,5,3,4,1,12558,55.72,29.4,3490,fa,2,2,1,1,0.6671114,3.81588,1,2,0,0.096944,0.193889,0.373333,0.248333,0.5,0,0,0.166667,0.33,0,0.333333,0.221111,0,0,0,0,0,0,0,0,1,0,1,0.666667,0.5,0.66,0.33,0.496667,0,0,0,0,0.66,0,0.33,0.33,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364072799,20200328,202004,202003,12.44,14.24,100,2,364015,364004,364052,5,3,4,1,12558,55.72,29.4,3490,fa,2,2,1,1,0.6671114,3.81588,3,3,0,0.2775,0.166667,0.36,0.303333,0.5,0,0,0.166667,0,0,0.5,0.166667,1,0,1,0.666667,0,0,0.33,0.11,0,0,1,0.333333,0.5,0.66,0.66,0.606667,0,0,0,0,1,0,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364071033,20200414,202004,202003,13.26,15.21,115,2,364007,364013,364053,7,4,3,1,10970,51.69,35.47,3490,fa,2,1,1,1,0.6671114,3.81588,0,1,2,0.290833,0.471667,0.351852,0.203704,1,0,0.33,0.443333,1,0,0.5,0.5,0,0,0,0,0,0.33,0.33,0.22,1,1,1,1,0,0,0,0,0,0.777778,0.444444,0.407407,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364071616,20200414,202004,202003,14.52,16.51,119,2,364007,364013,364053,7,4,3,1,10970,51.69,35.47,3490,fa,2,2,1,1,0.6671114,3.81588,-2,1,-1,0.165833,0.221667,0.148292,0.296584,0,0,0.33,0.11,0,0,1,0.333333,0,0,0,0,0,0,0.66,0.22,0,0,0,0,0.25,NA,0.66,0.44502,0.111111,0,0.333333,0.148148,0,0,0,0,1,1,1,1,0.66,1,1,1,1,0.83,0.915,1,0,0,0,1,-2
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364071745,20200413,202004,202003,13.45,14.51,66,2,364007,364013,364053,7,4,3,1,10970,51.69,35.47,3490,fa,1,1,1,1,0.6671114,3.81588,2,2,0,0.151944,0.193889,0.235417,0.055,0,0,0,0,0.33,0,0.833333,0.387778,0,0,0,0,0,0,0.66,0.22,1,0,1,0.666667,0,0.33,0,0.11,0,0,0,0,0.33,0,0.165,0.165,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364071754,20200413,202004,202003,14.34,15.56,82,2,364007,364013,364053,7,4,3,1,10970,51.69,35.47,3490,fa,1,1,1,1,0.6671114,3.81588,2,2,-1,0.069167,0.138333,0.45,0.276667,0,0,0.33,0.11,0,0,0.5,0.166667,0,0,0,0,0,0,0,0,0,1,1,0.666667,0,1,0.66,0.553333,0,0,0,0,0.66,0.5,0.58,0.58,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364072020,20200414,202004,202003,17.07,18.21,74,2,364007,364013,364053,7,4,3,1,10970,51.69,35.47,3490,fa,2,1,1,1,0.6671114,3.81588,-2,3,0,0.539167,0.746667,0.518519,0.37037,0.5,0.66,0.66,0.606667,0.66,1,1,0.886667,1,0,0,0.333333,0,0.33,0.66,0.33,0,0,1,0.333333,0,0,0,0,0.222222,1,1,0.740741,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,-2
